dataset,variant,trait,target,n_pairs_dropped,dfbeta_sem,dfbeta_vis,beta_sem_full,beta_vis_full,z_sem,z_vis
us,midpoint,critical,22,12580,0.002283692479354041,-0.001786030845816057,0.007814010062649,-0.01930778653227469,0.6586774087850998,-0.7663945363455076
us,midpoint,critical,23,7785,0.0010249787858162248,-0.004347971315124001,0.007814010062649,-0.01930778653227469,0.2978754507567059,-1.88832561189264
us,midpoint,critical,24,12686,-0.0014717768999326399,-0.001357917134533912,0.007814010062649,-0.01930778653227469,-0.41780305878963603,-0.5789139596851924
us,midpoint,critical,25,11720,-0.0012330291746594606,0.0005226362397652493,0.007814010062649,-0.01930778653227469,-0.34936760186592847,0.24462245543735742
us,midpoint,critical,26,11965,-0.0018936017061114193,0.0006927871390414245,0.007814010062649,-0.01930778653227469,-0.5387163505061044,0.3191353427261859
us,midpoint,critical,27,8950,-0.0012772951764647572,-0.0008053261065910089,0.007814010062649,-0.01930778653227469,-0.3620561586103535,-0.33692197987734435
us,midpoint,critical,28,11853,0.00789778888778388,-0.0002593541668218617,0.007814010062649,-0.01930778653227469,2.267921025598746,-0.0978286469361541
us,midpoint,critical,29,7142,-0.01009609160438352,-0.0013445295905390973,0.007814010062649,-0.01930778653227469,-2.88990584752875,-0.5730512545158197
us,midpoint,critical,30,11034,-0.0022154903697140325,0.0035192775259706363,0.007814010062649,-0.01930778653227469,-0.6309836076998679,1.556918748633247
us,midpoint,critical,31,11437,-0.0031838562509885933,-0.00018077909717476373,0.007814010062649,-0.01930778653227469,-0.9085592850326066,-0.06341886518811334
us,midpoint,critical,32,12752,-0.0011800736330458157,0.0008974674280044191,0.007814010062649,-0.01930778653227469,-0.33418824598798025,0.40876942263186855
us,midpoint,critical,33,12666,-0.003730047281367402,-0.0005751396718539845,0.007814010062649,-0.01930778653227469,-1.0651213326451436,-0.23611818783192204
us,midpoint,critical,34,12549,-0.0006744158413725353,0.0009463410412198052,0.007814010062649,-0.01930778653227469,-0.18924478325719046,0.4301722717993297
us,midpoint,critical,35,12658,0.0017153699639401616,0.0034172845158793146,0.007814010062649,-0.01930778653227469,0.4957715173137687,1.5122537265997893
us,midpoint,critical,36,10099,0.003933314978186261,-0.0010884057157727889,0.007814010062649,-0.01930778653227469,1.131530791283457,-0.46088887692260183
us,midpoint,critical,37,12671,0.006413220481550545,0.0003226946834280209,0.007814010062649,-0.01930778653227469,1.842379307457434,0.15706357261577886
us,midpoint,critical,38,12642,0.006390481242103627,-0.0017850689815139473,0.007814010062649,-0.01930778653227469,1.8358612548147677,-0.7659733144381585
us,midpoint,critical,39,12305,0.0033418658034290623,-5.253264189035087e-05,0.007814010062649,-0.01930778653227469,0.9619957958176559,-0.007256871872470136
us,midpoint,critical,40,8746,-0.006312186750292145,0.0006899861676579813,0.007814010062649,-0.01930778653227469,-1.8052745391077811,0.31790873466309844
